Key,Value,
d_1_6_3_2,不行，这里，不可以的,
d_1_6_3_3,不行，这里，不可以的,
d_2_1_1_1,你是故意的！,
d_2_1_1_2,你是故意的！,
d_2_1_1_3,你是故意的！,
d_2_1_2_1,提高亲密度能有更多姿势哦,
d_2_1_2_2,提高亲密度能有更多姿势哦,
d_2_1_2_3,提高亲密度能有更多姿势哦,
d_2_1_3_1,别闹啦！,
d_2_1_3_2,别闹啦！,
d_2_1_3_3,别闹啦！,
d_2_2_1_1,我可不是商店里可以随便的商品,
d_2_2_1_2,我可不是商店里可以随便的商品,
d_2_2_1_3,我可不是商店里可以随便的商品,
d_2_2_2_1,别乱动啊,
d_2_2_2_2,别乱动啊,
d_2_2_2_3,别乱动啊,
d_2_2_3_1,如果没有礼物，就不要乱摸。,
d_2_2_3_2,如果没有礼物，就不要乱摸。,
d_2_2_3_3,如果没有礼物，就不要乱摸。,
d_2_3_1_1,你不是想开玩笑吧,
d_2_3_1_2,你不是想开玩笑吧,
d_2_3_1_3,你不是想开玩笑吧,
d_2_3_2_1,太小气可不行啊,
d_2_3_2_2,太小气可不行啊,
d_2_3_2_3,太小气可不行啊,
d_2_3_3_1,我这里可不会有优惠,
d_2_3_3_2,我这里可不会有优惠,
d_2_3_3_3,我这里可不会有优惠,
d_2_4_1_1,我可是很出名的哦,
d_2_4_1_2,我可是很出名的哦,
d_2_4_1_3,我可是很出名的哦,
d_2_4_2_1,没有什么是买不到的,
d_2_4_2_2,没有什么是买不到的,
d_2_4_2_3,没有什么是买不到的,
d_2_4_3_1,我可是很贵的,
d_2_4_3_2,我可是很贵的,
d_2_4_3_3,我可是很贵的,
d_2_5_1_1,你只想这样吗？,
d_2_5_1_2,你只想这样吗？,
d_2_5_1_3,你只想这样吗？,
d_2_5_2_1,我只喜欢纯洁的银两关系。,
d_2_5_2_2,我只喜欢纯洁的银两关系。,
d_2_5_2_3,我只喜欢纯洁的银两关系。,
d_2_5_3_1,花一点点银两就可以有天神般的享受哦,
d_2_5_3_2,花一点点银两就可以有天神般的享受哦,
d_2_5_3_3,花一点点银两就可以有天神般的享受哦,
d_2_6_1_1,还有比我更好的吗？,
d_2_6_1_2,还有比我更好的吗？,
d_2_6_1_3,还有比我更好的吗？,
d_2_6_2_1,你找不到比我更好的了,
d_2_6_2_2,你找不到比我更好的了,
d_2_6_2_3,你找不到比我更好的了,
d_2_6_3_1,还想继续吗？,
d_2_6_3_2,还想继续吗？,
d_2_6_3_3,还想继续吗？,
d_3_1_1_1,我们不是很熟吧，-_-！,
d_3_1_1_2,我们不是很熟吧，-_-！,
d_3_1_1_3,我们不是很熟吧，-_-！,
d_3_1_2_1,够了你！,
d_3_1_2_2,够了你！,
d_3_1_2_3,够了你！,
d_3_1_3_1,别惹我,
d_3_1_3_2,别惹我,
d_3_1_3_3,别惹我,
d_3_2_1_1,之前的战斗，很危险吧,
d_3_2_1_2,之前的战斗，很危险吧,
d_3_2_1_3,之前的战斗，很危险吧,
d_3_2_2_1,别闹,
d_3_2_2_2,别闹,
d_3_2_2_3,别闹,
d_3_2_3_1,不要突然这个样子,
d_3_2_3_2,不要突然这个样子,
d_3_2_3_3,不要突然这个样子,
d_3_3_1_1,这样不太好,
d_3_3_1_2,这样不太好,
d_3_3_1_3,这样不太好,
d_3_3_2_1,不要开玩笑,
d_3_3_2_2,不要开玩笑,
d_3_3_2_3,不要开玩笑,
d_3_3_3_1,你对其他女孩也这个样子吗？,
d_3_3_3_2,你对其他女孩也这个样子吗？,
d_3_3_3_3,你对其他女孩也这个样子吗？,
d_3_4_1_1,这个也许。。。,
d_3_4_1_2,这个也许。。。,
d_3_4_1_3,这个也许。。。,
d_3_4_2_1,你现在还有空挠我痒吗？,
d_3_4_2_2,你现在还有空挠我痒吗？,
d_3_4_2_3,你现在还有空挠我痒吗？,
d_3_4_3_1,亲密度不够,
d_3_4_3_2,亲密度不够,
d_3_4_3_3,亲密度不够,
d_3_5_1_1,你这是需要安慰吗？,
d_3_5_1_2,你这是需要安慰吗？,
d_3_5_1_3,你这是需要安慰吗？,
d_3_5_2_1,乖，别闹了,
d_3_5_2_2,乖，别闹了,
d_3_5_2_3,乖，别闹了,
d_3_5_3_1,你突然这样子我不太适应。,
d_3_5_3_2,你突然这样子我不太适应。,
d_3_5_3_3,你突然这样子我不太适应。,
d_3_6_1_1,你也很辛苦吧,
d_3_6_1_2,你也很辛苦吧,
d_3_6_1_3,你也很辛苦吧,
d_3_6_2_1,你不要那么用力，我感觉不舒服,
d_3_6_2_2,你不要那么用力，我感觉不舒服,
d_3_6_2_3,你不要那么用力，我感觉不舒服,
d_3_6_3_1,这里好像人太多了,
d_3_6_3_2,这里好像人太多了,
d_3_6_3_3,这里好像人太多了,
d_4_1_1_1,我这里有什么东西吗？,
d_4_1_1_2,我这里有什么东西吗？,
d_4_1_1_3,我这里有什么东西吗？,
d_4_1_2_1,我不是那种你可以随便欺负的,
d_4_1_2_2,我不是那种你可以随便欺负的,
d_4_1_2_3,我不是那种你可以随便欺负的,
d_4_1_3_1,你，混蛋！,
d_4_1_3_2,你，混蛋！,
d_4_1_3_3,你，混蛋！,
d_4_2_1_1,你是想见识见识我的本事吗？,
d_4_2_1_2,你是想见识见识我的本事吗？,
d_4_2_1_3,你是想见识见识我的本事吗？,
d_4_2_2_1,别胡闹！,
d_4_2_2_2,别胡闹！,
d_4_2_2_3,别胡闹！,
d_4_2_3_1,别欺负我,
d_4_2_3_2,别欺负我,
d_4_2_3_3,别欺负我,
d_4_3_1_1,我很喜欢你的味道,
d_4_3_1_2,我很喜欢你的味道,
d_4_3_1_3,我很喜欢你的味道,
d_4_3_2_1,不要想太多,
d_4_3_2_2,不要想太多,
d_4_3_2_3,不要想太多,
d_4_3_3_1,你搞什么呀！,
d_4_3_3_2,你搞什么呀！,
d_4_3_3_3,你搞什么呀！,
d_4_4_1_1,你觉得我们合适吗？,
d_4_4_1_2,你觉得我们合适吗？,
d_4_4_1_3,你觉得我们合适吗？,
d_4_4_2_1,你再这样我就不跟你玩了,
d_4_4_2_2,你再这样我就不跟你玩了,
d_4_4_2_3,你再这样我就不跟你玩了,
d_4_4_3_1,讨厌，不可以这样,
d_4_4_3_2,讨厌，不可以这样,
d_4_4_3_3,讨厌，不可以这样,
d_4_5_1_1,我才不会随便答应你什么呢,
d_4_5_1_2,我才不会随便答应你什么呢,
d_4_5_1_3,我才不会随便答应你什么呢,
d_4_5_2_1,我喜欢那种强壮的,
d_4_5_2_2,我喜欢那种强壮的,
d_4_5_2_3,我喜欢那种强壮的,
d_4_5_3_1,你坏死了,
d_4_5_3_2,你坏死了,
d_4_5_3_3,你坏死了,
d_4_6_1_1,你想要我吗？,
d_4_6_1_2,你想要我吗？,
d_4_6_1_3,你想要我吗？,
d_4_6_2_1,我还没有答应呢,
d_4_6_2_2,我还没有答应呢,
d_4_6_2_3,我还没有答应呢,
d_4_6_3_1,如果你真的想要。。。,
d_4_6_3_2,如果你真的想要。。。,
d_4_6_3_3,如果你真的想要。。。,
d_5_1_1_1,我脸上有灰尘吗？,
d_5_1_1_2,我脸上有灰尘吗？,
d_5_1_1_3,我脸上有灰尘吗？,
d_5_1_2_1,你住手！我可是很能打的。,
d_5_1_2_2,你住手！我可是很能打的。,
d_5_1_2_3,你住手！我可是很能打的。,
d_5_1_3_1,你想干什么？我可是很厉害的！,
d_5_1_3_2,你想干什么？我可是很厉害的！,
d_5_1_3_3,你想干什么？我可是很厉害的！,
d_5_2_1_1,啦啦啦~,
d_5_2_1_2,啦啦啦~,
d_5_2_1_3,啦啦啦~,
d_5_2_2_1,我们可以从握手开始的。,
d_5_2_2_2,我们可以从握手开始的。,
d_5_2_2_3,我们可以从握手开始的。,
d_5_2_3_1,我说过只能先握手的！,
d_5_2_3_2,我说过只能先握手的！,
d_5_2_3_3,我说过只能先握手的！,
d_5_3_1_1,你是个很温柔的人呢。,
d_5_3_1_2,你是个很温柔的人呢。,
d_5_3_1_3,你是个很温柔的人呢。,
d_5_3_2_1,我可没同意你这样做。,
d_5_3_2_2,我可没同意你这样做。,
d_5_3_2_3,我可没同意你这样做。,
d_5_3_3_1,在这样我就还手了,
d_5_3_3_2,在这样我就还手了,
d_5_3_3_3,在这样我就还手了,
d_5_4_1_1,你弄乱我的发型了,
d_5_4_1_2,你弄乱我的发型了,
d_5_4_1_3,你弄乱我的发型了,
d_5_4_2_1,请不要乱碰,
d_5_4_2_2,请不要乱碰,
d_5_4_2_3,请不要乱碰,
d_5_4_3_1,你确定要这样吗？,
d_5_4_3_2,你确定要这样吗？,
d_5_4_3_3,你确定要这样吗？,
d_5_5_1_1,你是想要我吗？,
d_5_5_1_2,你是想要我吗？,
d_5_5_1_3,你是想要我吗？,
d_5_5_2_1,我还没有感觉呢,
d_5_5_2_2,我还没有感觉呢,
d_5_5_2_3,我还没有感觉呢,
d_5_5_3_1,不要弄乱我的衣服,
d_5_5_3_2,不要弄乱我的衣服,
d_5_5_3_3,不要弄乱我的衣服,
d_5_6_1_1,你好坏哦,
d_5_6_1_2,你好坏哦,
d_5_6_1_3,你好坏哦,
d_5_6_2_1,这样子是不是太快了？,
d_5_6_2_2,这样子是不是太快了？,
d_5_6_2_3,这样子是不是太快了？,
d_5_6_3_1,你还想要进一步吗？,
d_5_6_3_2,你还想要进一步吗？,
d_5_6_3_3,你还想要进一步吗？,
d_6_1_1_1,我不和活人约会！,
d_6_1_1_2,我不和活人约会！,
d_6_1_1_3,我不和活人约会！,
d_6_1_2_1,你现在做的事不会被饶恕！,
d_6_1_2_2,你现在做的事不会被饶恕！,
d_6_1_2_3,你现在做的事不会被饶恕！,
d_6_1_3_1,你太过分了,
d_6_1_3_2,你太过分了,
d_6_1_3_3,你太过分了,
d_6_2_1_1,想尝试地狱的严寒吗？,
d_6_2_1_2,想尝试地狱的严寒吗？,
d_6_2_1_3,想尝试地狱的严寒吗？,
d_6_2_2_1,你为什么要这么做呢,
d_6_2_2_2,你为什么要这么做呢,
d_6_2_2_3,你为什么要这么做呢,
d_6_2_3_1,不做死就不会死,
d_6_2_3_2,不做死就不会死,
d_6_2_3_3,不做死就不会死,
d_6_3_1_1,你能和我一起看雪吗？,
d_6_3_1_2,你能和我一起看雪吗？,
d_6_3_1_3,你能和我一起看雪吗？,
d_6_3_2_1,我的哥哥们不会放过你的,
d_6_3_2_2,我的哥哥们不会放过你的,
d_6_3_2_3,我的哥哥们不会放过你的,
d_6_3_3_1,我们还是讨论些实际点的问题吧,
d_6_3_3_2,我们还是讨论些实际点的问题吧,
d_6_3_3_3,我们还是讨论些实际点的问题吧,
d_6_4_1_1,嗯哼,
d_6_4_1_2,嗯哼,
d_6_4_1_3,嗯哼,
d_6_4_2_1,你在考验我的耐性吗？,
d_6_4_2_2,你在考验我的耐性吗？,
d_6_4_2_3,你在考验我的耐性吗？,
d_6_4_3_1,你很强壮,
d_6_4_3_2,你很强壮,
d_6_4_3_3,你很强壮,
d_6_5_1_1,我们应该会很适合吧,
d_6_5_1_2,我们应该会很适合吧,
d_6_5_1_3,我们应该会很适合吧,
d_6_5_2_1,你想怎么赢得我的心呢？,
d_6_5_2_2,你想怎么赢得我的心呢？,
d_6_5_2_3,你想怎么赢得我的心呢？,
d_6_5_3_1,等你打赢我的时候就可以了,
d_6_5_3_2,等你打赢我的时候就可以了,
d_6_5_3_3,等你打赢我的时候就可以了,
d_6_6_1_1,你不说点什么吗？,
d_6_6_1_2,你不说点什么吗？,
d_6_6_1_3,你不说点什么吗？,
d_6_6_2_1,你真粗鲁，不过我不介意,
d_6_6_2_2,你真粗鲁，不过我不介意,
d_6_6_2_3,你真粗鲁，不过我不介意,
d_6_6_3_1,我觉得自己变热了，这真是个奇迹,
d_6_6_3_2,我觉得自己变热了，这真是个奇迹,
d_6_6_3_3,我觉得自己变热了，这真是个奇迹,
d_7_1_1_1,这是你表示友善的礼仪吗？,
d_7_1_1_2,这是你表示友善的礼仪吗？,
d_7_1_1_3,这是你表示友善的礼仪吗？,
d_7_1_2_1,你过界了！,
d_7_1_2_2,你过界了！,
d_7_1_2_3,你过界了！,
d_7_1_3_1,你是找打吗？,
d_7_1_3_2,你是找打吗？,
d_7_1_3_3,你是找打吗？,
d_7_2_1_1,喂！,
d_7_2_1_2,喂！,
d_7_2_1_3,喂！,
d_7_2_2_1,你是准备请我喝一杯吗？,
d_7_2_2_2,你是准备请我喝一杯吗？,
d_7_2_2_3,你是准备请我喝一杯吗？,
d_7_2_3_1,你想变成蟋蟀吗,
d_7_2_3_2,你想变成蟋蟀吗,
d_7_2_3_3,你想变成蟋蟀吗,
d_7_3_1_1,别闹了，快点提高好感度,
d_7_3_1_2,别闹了，快点提高好感度,
d_7_3_1_3,别闹了，快点提高好感度,
d_7_3_2_1,我可是很能打的！,
d_7_3_2_2,我可是很能打的！,
d_7_3_2_3,我可是很能打的！,
d_7_3_3_1,你够了没有！,
d_7_3_3_2,你够了没有！,
d_7_3_3_3,你够了没有！,
d_7_4_1_1,我的美貌可是出名的哦,
d_7_4_1_2,我的美貌可是出名的哦,
d_7_4_1_3,我的美貌可是出名的哦,
d_7_4_2_1,我可是很厉害的,
d_7_4_2_2,我可是很厉害的,
d_7_4_2_3,我可是很厉害的,
d_7_4_3_1,你这样做不会是故意的吧,
d_7_4_3_2,你这样做不会是故意的吧,
d_7_4_3_3,你这样做不会是故意的吧,
d_7_5_1_1,不要以为我很好应付,
d_7_5_1_2,不要以为我很好应付,
d_7_5_1_3,不要以为我很好应付,
d_7_5_2_1,你能留住光吗？,
d_7_5_2_2,你能留住光吗？,
d_7_5_2_3,你能留住光吗？,
d_7_5_3_1,如果你想。。。,
d_7_5_3_2,如果你想。。。,
d_7_5_3_3,如果你想。。。,
d_7_6_1_1,你想抓住我吗？,
d_7_6_1_2,你想抓住我吗？,
d_7_6_1_3,你想抓住我吗？,
d_7_6_2_1,也许这会很美妙。,
d_7_6_2_2,也许这会很美妙。,
d_7_6_2_3,也许这会很美妙。,
d_7_6_3_1,也许今晚你可以留下来,
d_7_6_3_2,也许今晚你可以留下来,
d_7_6_3_3,也许今晚你可以留下来,
d_8_1_1_1,你是个很有意思的人,
d_8_1_1_2,你是个很有意思的人,
d_8_1_1_3,你是个很有意思的人,
d_8_1_2_1,信不信我拗断你的手！,
d_8_1_2_2,信不信我拗断你的手！,
d_8_1_2_3,信不信我拗断你的手！,
d_8_1_3_1,你干什么?,
d_8_1_3_2,你干什么?,
d_8_1_3_3,你干什么?,
d_8_2_1_1,这样不是很好,
d_8_2_1_2,这样不是很好,
d_8_2_1_3,这样不是很好,
d_8_2_2_1,这是不好的行为,
d_8_2_2_2,这是不好的行为,
d_8_2_2_3,这是不好的行为,
d_8_2_3_1,不要痴心妄想了,
d_8_2_3_2,不要痴心妄想了,
d_8_2_3_3,不要痴心妄想了,
d_8_3_1_1,你让我有亲密的感觉,
d_8_3_1_2,你让我有亲密的感觉,
d_8_3_1_3,你让我有亲密的感觉,
d_8_3_2_1,我的斧头在哪！,
d_8_3_2_2,我的斧头在哪！,
d_8_3_2_3,我的斧头在哪！,
d_8_3_3_1,你听说过夺命剪刀腿吗？,
d_8_3_3_2,你听说过夺命剪刀腿吗？,
d_8_3_3_3,你听说过夺命剪刀腿吗？,
d_8_4_1_1,我脸上有东西吗？,
d_8_4_1_2,我脸上有东西吗？,
d_8_4_1_3,我脸上有东西吗？,
d_8_4_2_1,你想跟我组队吗？,
d_8_4_2_2,你想跟我组队吗？,
d_8_4_2_3,你想跟我组队吗？,
d_8_4_3_1,我们只是队友而已！,
d_8_4_3_2,我们只是队友而已！,
d_8_4_3_3,我们只是队友而已！,
d_8_5_1_1,这个还不可以,
d_8_5_1_2,这个还不可以,
d_8_5_1_3,这个还不可以,
d_8_5_2_1,现在还没到时候,
d_8_5_2_2,现在还没到时候,
d_8_5_2_3,现在还没到时候,
d_8_5_3_1,我还没有准备好,
d_8_5_3_2,我还没有准备好,
d_8_5_3_3,我还没有准备好,
d_8_6_1_1,你还是把我当妹妹吗？,
d_8_6_1_2,你还是把我当妹妹吗？,
d_8_6_1_3,你还是把我当妹妹吗？,
d_8_6_2_1,我不要我不要！,
d_8_6_2_2,我不要我不要！,
d_8_6_2_3,我不要我不要！,
d_8_6_3_1,如果你能轻一点。。。,
d_8_6_3_2,如果你能轻一点。。。,
d_8_6_3_3,如果你能轻一点。。。,
d_9_1_1_1,我们可不会心慈手软！,
d_9_1_1_2,我们可不会心慈手软！,
d_9_1_1_3,我们可不会心慈手软！,
d_9_1_2_1,你是欠揍吗？,
d_9_1_2_2,你是欠揍吗？,
d_9_1_2_3,你是欠揍吗？,
d_9_1_3_1,想同时挑战我们两个吗？,
d_9_1_3_2,想同时挑战我们两个吗？,
d_9_1_3_3,想同时挑战我们两个吗？,
d_9_2_1_1,你喜欢黑还是白呢？,
d_9_2_1_2,你喜欢黑还是白呢？,
d_9_2_1_3,你喜欢黑还是白呢？,
d_9_2_2_1,放开你的手,
d_9_2_2_2,放开你的手,
d_9_2_2_3,放开你的手,
d_9_2_3_1,你不要得寸进尺！,
d_9_2_3_2,你不要得寸进尺！,
d_9_2_3_3,你不要得寸进尺！,
d_9_3_1_1,你要同时提高对我们2个的亲密度哦,
d_9_3_1_2,你要同时提高对我们2个的亲密度哦,
d_9_3_1_3,你要同时提高对我们2个的亲密度哦,
d_9_3_2_1,也许。。。你可以更近一步的。,
d_9_3_2_2,也许。。。你可以更近一步的。,
d_9_3_2_3,也许。。。你可以更近一步的。,
d_9_3_3_1,不要做那样的事情。,
d_9_3_3_2,不要做那样的事情。,
d_9_3_3_3,不要做那样的事情。,
d_9_4_1_1,你可不能偏心,
d_9_4_1_2,你可不能偏心,
d_9_4_1_3,你可不能偏心,
d_9_4_2_1,你喜欢哪一个呢？,
d_9_4_2_2,你喜欢哪一个呢？,
d_9_4_2_3,你喜欢哪一个呢？,
d_9_4_3_1,你摸够了没有！,
d_9_4_3_2,你摸够了没有！,
d_9_4_3_3,你摸够了没有！,
d_9_5_1_1,嗯哼，嗯哼！,
d_9_5_1_2,嗯哼，嗯哼！,
d_9_5_1_3,嗯哼，嗯哼！,
d_9_5_2_1,你想要哪一个呢？,
d_9_5_2_2,你想要哪一个呢？,
d_9_5_2_3,你想要哪一个呢？,
d_9_5_3_1,三个，也可以吗？,
d_9_5_3_2,三个，也可以吗？,
d_9_5_3_3,三个，也可以吗？,
d_9_6_1_1,我们可是有两个,
d_9_6_1_2,我们可是有两个,
d_9_6_1_3,我们可是有两个,
d_9_6_2_1,你准备从谁开始呢？,
d_9_6_2_2,你准备从谁开始呢？,
d_9_6_2_3,你准备从谁开始呢？,
d_9_6_3_1,你喜欢开着灯还是关着灯呢？,
d_9_6_3_2,你喜欢开着灯还是关着灯呢？,
d_9_6_3_3,你喜欢开着灯还是关着灯呢？,
d_10_1_1_1,你喜欢帽子上的羽毛吗？,
d_10_1_1_2,你喜欢帽子上的羽毛吗？,
d_10_1_1_3,你喜欢帽子上的羽毛吗？,
d_10_1_2_1,不要想你不该想的东西,
d_10_1_2_2,不要想你不该想的东西,
d_10_1_2_3,不要想你不该想的东西,
d_10_1_3_1,你这是要做什么？,
d_10_1_3_2,你这是要做什么？,
d_10_1_3_3,你这是要做什么？,
d_10_2_1_1,你能带我出去玩吗？,
d_10_2_1_2,你能带我出去玩吗？,
d_10_2_1_3,你能带我出去玩吗？,
d_10_2_2_1,这是朋友之间的礼仪吗？,
d_10_2_2_2,这是朋友之间的礼仪吗？,
d_10_2_2_3,这是朋友之间的礼仪吗？,
d_10_2_3_1,嘿！停下,
d_10_2_3_2,嘿！停下,
d_10_2_3_3,嘿！停下,
d_10_3_1_1,我觉得这里有点吵,
d_10_3_1_2,我觉得这里有点吵,
d_10_3_1_3,我觉得这里有点吵,
d_10_3_2_1,也许我们应该再谈谈。,
d_10_3_2_2,也许我们应该再谈谈。,
d_10_3_2_3,也许我们应该再谈谈。,
d_10_3_3_1,你这样子不太好,
d_10_3_3_2,你这样子不太好,
d_10_3_3_3,你这样子不太好,
d_10_4_1_1,一个人太寂寞了,
d_10_4_1_2,一个人太寂寞了,
d_10_4_1_3,一个人太寂寞了,
d_10_4_2_1,两个人刚好,
d_10_4_2_2,两个人刚好,
d_10_4_2_3,两个人刚好,
d_10_4_3_1,我们是不是可以找点其他的乐子？,
d_10_4_3_2,我们是不是可以找点其他的乐子？,
d_10_4_3_3,我们是不是可以找点其他的乐子？,
d_10_5_1_1,我们可以去水晶宫谈谈,
d_10_5_1_2,我们可以去水晶宫谈谈,
d_10_5_1_3,我们可以去水晶宫谈谈,
d_10_5_2_1,大家都看着呢,
d_10_5_2_2,大家都看着呢,
d_10_5_2_3,大家都看着呢,
d_10_5_3_1,我不知道该说什么好,
d_10_5_3_2,我不知道该说什么好,
d_10_5_3_3,我不知道该说什么好,
d_10_6_1_1,你想要我家的要是吗,
d_10_6_1_2,你想要我家的要是吗,
d_10_6_1_3,你想要我家的要是吗,
d_10_6_2_1,不要畏惧，做你想做的,
d_10_6_2_2,不要畏惧，做你想做的,
d_10_6_2_3,不要畏惧，做你想做的,
d_10_6_3_1,下一步也不是不可以,
d_10_6_3_2,下一步也不是不可以,
d_10_6_3_3,下一步也不是不可以,
a_0_0_0_0,对话：女武神编号1亲密度阶段1部位1动作编号1,
a_1_1_1_1,n_refuse,
a_1_1_1_2,n_refuse,
a_1_1_1_3,n_refuse,
a_1_1_2_1,n_refuse,
a_1_1_2_2,n_refuse,
a_1_1_2_3,n_refuse,
a_1_1_3_1,n_refuse,
a_1_1_3_2,n_refuse,
a_1_1_3_3,n_refuse,
a_1_2_1_1,n_head1,
a_1_2_1_2,n_head1,
a_1_2_1_3,n_head1,
a_1_2_2_1,n_refuse,
a_1_2_2_2,n_refuse,
a_1_2_2_3,n_refuse,
a_1_2_3_1,n_refuse,
a_1_2_3_2,n_refuse,
a_1_2_3_3,n_refuse,
a_1_3_1_1,n_head1,
a_1_3_1_2,n_head1,
a_1_3_1_3,n_head1,
a_1_3_2_1,n_refuse,
a_1_3_2_2,n_refuse,
a_1_3_2_3,n_refuse,
a_1_3_3_1,n_refuse,
a_1_3_3_2,n_refuse,
a_1_3_3_3,n_refuse,
a_1_4_1_1,n_head1,
a_1_4_1_2,n_head1,
a_1_4_1_3,n_head1,
a_1_4_2_1,n_refuse,
a_1_4_2_2,n_refuse,
a_1_4_2_3,n_refuse,
a_1_4_3_1,n_leg1,
a_1_4_3_2,n_leg1,
a_1_4_3_3,n_leg1,
a_1_5_1_1,n_head1,
a_1_5_1_2,n_head1,
a_1_5_1_3,n_head1,
a_1_5_2_1,n_refuse,
a_1_5_2_2,n_refuse,
a_1_5_2_3,n_refuse,
a_1_5_3_1,n_head1,
a_1_5_3_2,n_head1,
a_1_5_3_3,n_head1,
a_1_6_1_1,n_head1,
a_1_6_1_2,n_head1,
a_1_6_1_3,n_head1,
a_1_6_2_1,n_bra1,
a_1_6_2_2,n_bra1,
a_1_6_2_3,n_bra1,
a_1_6_3_1,n_leg1,
a_1_6_3_2,n_leg1,
a_1_6_3_3,n_leg1,
a_2_1_1_1,n_refuse,
a_2_1_1_2,n_refuse,
a_2_1_1_3,n_refuse,
a_2_1_2_1,n_refuse,
a_2_1_2_2,n_refuse,
a_2_1_2_3,n_refuse,
a_2_1_3_1,n_refuse,
a_2_1_3_2,n_refuse,
a_2_1_3_3,n_refuse,
a_2_2_1_1,n_head1,
a_2_2_1_2,n_head1,
a_2_2_1_3,n_head1,
a_2_2_2_1,n_refuse,
a_2_2_2_2,n_refuse,
a_2_2_2_3,n_refuse,
a_2_2_3_1,n_refuse,
a_2_2_3_2,n_refuse,
a_2_2_3_3,n_refuse,
a_2_3_1_1,n_head1,
a_2_3_1_2,n_head1,
a_2_3_1_3,n_head1,
a_2_3_2_1,n_refuse,
a_2_3_2_2,n_refuse,
a_2_3_2_3,n_refuse,
a_2_3_3_1,n_refuse,
a_2_3_3_2,n_refuse,
a_2_3_3_3,n_refuse,
a_2_4_1_1,n_head1,
a_2_4_1_2,n_head1,
a_2_4_1_3,n_head1,
a_2_4_2_1,n_refuse,
a_2_4_2_2,n_refuse,
a_2_4_2_3,n_refuse,
