guild_PrayUp_otherCondition,<b size='22'>(需要<f color='%x'>仙盟等级%d级</f>)</b>,
guild_PrayUp_uplvtolv,升级后仙盟祈福从%d级提升到%d级,
guild_PrayUp_upneedicon,升级后祈福所需物品为%d个,
guild_PrayUp_upneediconadd,升级后祈福所需物品从%d个提升到%d个,
guild_PrayUp_maxlv,仙盟祈福已升到满级,
guild_PrayUp_needicon,所需物品为%d个,
guild_PrayUp_halllvshort,仙盟等级不足,
guild_SetNmae_changefail,仙盟改名卡不足,
guild_SetQQ_changesucceed,仙盟群号修改成功,
guild_Shop_needLv,<b>需要: <f color='%x'>%s</f></b>,
guild_Shop_moreicon,<f color='ff21b2ef' style = '4'>更多物品</f>,
guild_GDUP_gdlv,%d级仙盟,
guild_GDUP_str1,"<f color='%x'>仙盟祈福%d级</f>,",
guild_GDUP_str2,"<f color='%x'>仙盟修行%d级</f>,",
guild_GDUP_str3,<f color='%x'>仙盟仓库%d级</f>,
guild_GDUP_strall,<b size='22'>(需要%s%s%s%s)</b>,
guild_gdUtil_notPrivilege,无存入权限,
guild_gdUtil_equipshort ,该装备品质不在设置区间内,
guild_Depot_num,仙盟仓库(%d/%d),
guild_Depot_BagNum,背包(%d/%d),
guild_Depot_remove,删除,
guild_Depot_removesure,"<b size='18'>从仙盟仓库删除%s后装备将消失,确定要删除吗</b>",
guild_Depot_notremove,今日不能删除更多装备,
guild_Depot_storage,"<b size='18'>在仙盟仓库存入%s可获得仓库贡献%s,确定要存入吗</b>",
guild_Depot_getout,"<b size='18'>从仙盟仓库取出%s需要消耗仓库贡献%s,确定要取出吗</b>",
guild_Depot_titleget,取出,
guild_Depot_titlesave,存入,
guild_Depot_titleremove,删除,
guild_Depot_strBegin,<f color='%x'>%s</f>以上<f color='%x'>%s</f>可存取,
guild_Depot_lv,级,
guild_Depot_strEnd,<b>%s%s至%s的装备可存入</b>,
guild_Depot_check,<f color='ff21b2ef' style = '4'>存储条件查看</f>,
guild_Depot_upadd,"仙盟仓库%d级,升至%d级可增加%d个空间",
guild_Depot_maxadd,"仙盟仓库已满级,一共%d个空间",
guild_Depot_maxlv,仓库已升到满级,
guild_Privilege_equipshort,存入条件上限不能低于下限,
guild_Privilege_notchoose,不能选择的区间,
guild_DepotUp_lv,%d级仓库,
guild_DepotUp_needhalllv,<b size='22'>(需要<f color='%x'>仙盟等级%d级</f>)</b>,
guild_DepotUp_upnum,升级后仙盟仓库从%d级提升到%d级,
guild_DepotUp_upnum2num,升级后仙盟仓库容量从%d个提升到%d个,
guild_DepotUp_maxlv,仙盟仓库已升到满级,
guild_DepotUp_maxlvnum,"仙盟仓库已升到满级,容量为%d个",
guild_DepotUp_halllvshort,仙盟等级不足,
guild_Change_Name,<b>是否修改仙盟名称为<f color = 'ff00d600'>%s</f></b>,
guild_Change_NameYes,确定,
guild_Change_NameNo,取消,
guild_Tech_buyBefor,购买,
guild_Tech_buyAfter,已购买,
guild_Tech_buyCondition,<b><f color='%x'>%s</f>以上<f color='%x'>%s</f>可购买</b>,
guild_Tech_MAXLV,已满级,
guild_Tech_BUFFMAXLV,增益属性已升至满级,
guild_Tech_IsUpBUFF,是否升级仙盟增益属性,
guild_Tech_IsUpBUFF1,<b>是否消耗仙盟资金<f color='ff00d600'>%d</f>升级增益属性至<f color='ff00d600'>%d</f>级</b>,
guild_Tech_UpBFyes,确定,
guild_Tech_UpBFno,取消,
guild_Tech_buyCondition1,<b><f color='%x'>%s</f>可购买</b>,
guild_Tech_buyCondition2,<b><f color='%x'>%s</f>以上可购买</b>,
guild_Dungeon_notOpen,未开启,
guild_Dungeon_passed,已通关,
guild_Dungeon_battling,挑战中,
guild_Dungeon_needPassedPrev,通关前置副本后可挑战,
guild_Dungeon_notFinish,已结束,
guild_Dungeon_lock,仙盟<f color='ff00d600'>{0}</f>级解锁,
guild_Dungeon_killInfo,<f>击杀：{0}</f>,
guild_Dungeon_battlingInfo,<f>当前人数：{0}/{1}</f>,
guild_Dungeon_willOpenDungeon,<f>仙盟副本将在<f color='ff00d600'>{0}</f>秒后开启</f>,
guild_Dungeon_willCloseDungeon,<f>仙盟副本将在<f color='ff00d600'>{0}</f>秒后结束</f>,
guild_Dungeon_pointDetail,<f link='abc' color='ff21b2ef' style='4'>详情</f>,
guild_Dungeon_diceDetail,<f link='{0}' color='ff21b2ef' style='4'>掷点详情</f>,
guild_Dungeon_diceTop,当前最高,
guild_Dungeon_awardDistribute,奖励分配,
guild_Dungeon_alreadyDistribute,已分配,
guild_Dungeon_alreadyDice,已掷点,
guild_Dungeon_dice,掷点,
guild_Dungeon_getScoreWay1,<f>通关副本<f color='FF00D600'>{0}</f>层奖励 <f color='FF00D600'>{1}</f>积分</f>,
guild_Dungeon_getScoreWay2,<f>伤害排行第<f color='FF00D600'>{0}</f>名奖励 <f color='FF00D600'>{1}</f>积分</f>,
guild_Dungeon_getScoreWay3,<f>治疗排行第<f color='FF00D600'>{0}</f>名奖励 <f color='FF00D600'>{1}</f>积分</f>,
guild_Dungeon_getScoreDetail,本次副本获得积分：,
guild_Dungeon_diceTopInfo,<f>{0}已有{1}个仙盟成员掷点</f>,
guild_Dungeon_diceTopInfoEmpty,<f>{0}暂无仙盟成员掷点</f>,
guild_Dungeon_xPoint,{0}点,
guild_Dungeon_confirmOpenTitle,开启确认,
guild_Dungeon_confirmOpen,<f><f color='FFF43A1C'>1分钟</f>后立即开启仙盟副本，开启后不能更改</f>,
guild_Dungeon_openEnterTitle,仙盟副本开启,
guild_Dungeon_confirmEnter,仙盟副本已开启，是否前往参加？,
guild_Dungeon_go,前往,
guild_Dungeon_notGo,暂不前往,
guild_Dungeon_endHasNextTip,倒计时后马上进入下一层,
guild_Dungeon_endNotNextTip,挑战结束，倒计时后副本关闭,
guild_Dungeon_inGuildDundeonTips,已经在仙盟副本中了,
guild_Dungeon_openTips2,仙盟副本正在开启中,
guild_Dungeon_openTips3,仙盟副本已开启,
guild_Dungeon_openTips4,仙盟副本冷却中,
Prestige,威望:,
guild_TechLVUP_lv,%d级修行,
guild_TechLVUP_uplv,升级后仙盟修行从%d级提升到%d级,
guild_TechLVUP_beforlv,升级后每个修行可升级上限上升到%d级,
guild_TechLVUP_maxlv,仙盟修行已满能,
guild_TechLVUP_Canbelv,修行可升到%d级,
guild_Depot_out,<b>取出消耗%s仓库贡献</b>,
guild_Depot_in,<b>存入获得%s仓库贡献</b>,
guild_Depot_cannotin,该装备不可存取,
guild_Tech_itemRefreshTime,仙盟修行产出刷新时间为每日%s点,
guild_invite_tips,"%s邀请您加入<f color='FF00D600'>%d</f>级仙盟<f color='FF00D600'>%s</f>,是否加入",
guild_invite_sure,确定,
guild_invite_cancel,取消,
guild_invite_title,邀请入盟,
guild_words_toolong,输入内容超长,
gulid_outTime1,离线{0}分钟,
gulid_outTime2,离线{0}小时,
gulid_outTime3,离线{0}天,
gulid_outTime4,离线1个月以上,
guild_build_Lv,等级：,
guild_skill_name_1,攻击,
guild_skill_name_2,生命,
guild_skill_name_3,物防,
guild_skill_name_4,魔防,
guild_filtrate_none,筛选,
guild_mumber_limit,下一级仙盟人数上限：%d,
guild_exp_limit,下一级每日威望获取上限：%d,
guild_funds_mumber,下一级每日资金获取上限：%d,
guild_lv_max,仙盟已升到满级,
guild_yi,亿
guild_wan,万
guild_rule,玩法规则
guild_notice,"1.活动开放时间为每晚的20:00-20:30，总共30分钟。%s2.同一仙盟的玩家可以组队或者单人进入BOSS场景，携手仙盟成员共同抵御BOSS进攻。%s3.奖励分为个人奖励和仙盟奖励两部分。%s4.活动结束后个人奖励根据玩家个人伤害的世界排名通过邮件发放给玩家。%s5.仙盟奖励根据仙盟总伤害的世界排名来发放，奖励包括幻蝶、瑶池锦鳞和随机套装，总伤害名次越高可获得的奖励越稀有。此外每日BOSS的首杀和击杀也有丰厚的奖励。%s6.仙盟奖励直接发放到仙盟拍卖行供全体仙盟成员竞拍。%s7.竞拍结束后，所有竞拍所得在扣除税费后平分给仙盟所有成员，未竞拍成功的物品将流入世界拍卖行供全服玩家再次竞拍，世界拍卖所有不再进行分红。%s8.本场景钟灵狐移花接木的回血效果只对自己和队伍中的玩家有效。"
guild_close_seconds,"关闭({0}秒)"
guild_notopen,此版本未开放仙盟副本
fighting,战斗中,无法传送
levelopen,{0}级开启
xilianqian,洗炼前属性：
xilianhou,洗炼后属性：
wuxiaohao,无消耗
xiliantips,"当前新洗练属性评分较高，是否放弃继续洗练？"
goonxilian,继续洗炼
levelequip,级才能装备
qietusuccess,"已完成画质切换，某些特性需要重启游戏才能生效"
returnrolelist,"确定返回角色列表?"
exitOK,"确认退出"
noguild,无公会
xianmeng,仙盟：
noxianmeng,仙盟：无
jingjie,境阶：
nojingjie,境阶：无
noGuildTips,未加入仙盟
auction_title,竞拍与分红
auction_notice,"1、仙盟降魔活动结束后，根据仙盟对狂沙妖尊造成伤害的全服排名来发放仙盟奖励，排名越靠前奖励越丰厚。%s2、奖励发放至仙盟拍卖频道进行20分钟的竞拍，同仙盟的玩家可以对多个物品进行互相加价竞拍，最先出价到一口价的玩家将获得物品；玩家也可以直接“一口价”获得该物品，已经被竞拍成功的物品无法再进行竞价。%s3、在竞拍结束前30s有新的加价出现，会触发30s的竞拍加时并且可以重复触发，当剩余时间不足30s时，不再触发加时直到竞拍时间结束。%s4、竞拍成功的玩家将扣除对应绑元并通过邮件领取物品，竞拍失败的玩家参与竞拍的绑元将通过邮件返还，请及时查收。%s5、仙盟竞拍所得的绑元在扣除一定的费率后通过邮件平分给全仙盟成员。%s6、仙盟竞拍结束后，全服仙盟未被拍出的物品将流入世界拍卖供全服玩家竞拍，竞拍规则与仙盟内竞拍一致，竞拍时间持续10小时，结束后未被拍出的物品将被系统回收。"
guild_win,胜利
guild_lose,失败
guild_peace,平局
dailyReward,每日参与奖励
